cuisine	types	name	ingredients	difficulty	health_banners	ingredients_parsed
['british']	['dinner', 'main-course']	Spicy meatballs with chilli black beans	['1 red onion, halved and sliced', '2 garlic cloves, sliced', '1 large yellow pepper, quartered, deseeded and diced', '1 tsp ground cumin', '2-3 tsp chipotle chilli paste', '300ml reduced-salt chicken stock', '400g can cherry tomatoes', '400g can black beans or red kidney beans, drained', '1 avocado, stoned, peeled and chopped', 'juice ½ lime', '500g pack turkey breast mince', '50g porridge oats', '2 spring onions, finely chopped', '1 tsp ground cumin', '1 tsp coriander', 'small bunch coriander, chopped, stalks and leaves kept separate', '1 tsp rapeseed oil']	More effort	['Freezable (without avocado)', 'Healthy', 'High-protein']	['red onion halv slice', 'garlic clove slice', 'larg yellow pepper quarter deseed dice', 'ground cumin', 'chipotl chilli past', 'reduc salt chicken stock', 'cherri tomato', 'black bean red kidney bean drain', 'avocado stone peel chop', 'juic lime', 'turkey breast minc', 'porridg oat', 'spring onion fine chop', 'ground cumin', 'coriand', 'small bunch coriand chop stalk leaf kept separ', 'rapese oil']
	['dinner', 'main-course']	Sausage & white bean casserole	['1 red or yellow pepper, deseeded and cut into chunks', '2 carrots, cut into thick slices', '2 red onions, cut into wedges', '8 chipolatas, cut into thirds', '400g can peeled cherry tomatoes', '400g can white beans, drained', '200ml low-salt chicken stock', '2 tsp Dijon mustard', '100g frozen peas', 'potatoes, pasta or rice, to serve']	Easy	['Healthy']	['red yellow pepper deseed cut chunk', 'carrot cut thick slice', 'red onion cut wedg', 'chipolata cut third', 'peel cherri tomato', 'white bean drain', 'low salt chicken stock', 'dijon mustard', 'frozen pea', 'potato pasta rice serv']
['british']	['dinner', 'main-course', 'supper']	Cod, cauliflower & chorizo mornay	['1 small head of cauliflower, cut into florets', '½ chorizo ring (about 100g/4oz), roughly chopped', '25g butter', '3 tbsp plain flour', '500ml milk', '140g gruyère, grated', '500g cod loin, chopped into large chunks', '50g breadcrumbs', '½ small pack parsley, finely chopped']	Easy	[]	['small head cauliflow cut floret', 'chorizo ring rough chop', 'butter', 'plain flour', 'milk', 'gruyèr grate', 'cod loin chop larg chunk', 'breadcrumb', 'small parsley fine chop']
	['dinner', 'lunch', 'soup', 'starter', 'supper']	Soup maker carrot and coriander soup	['1 small onion, chopped', '½ tsp ground coriander', '1 small potato, peeled and chopped ', '400g carrots, peeled and chopped ', '600ml vegetable or chicken stock', '½ small bunch coriander']	Easy	['Freezable', 'Vegetarian']	['small onion chop', 'ground coriand', 'small potato peel chop', 'carrot peel chop', 'veget chicken stock', 'small bunch coriand']
	['dinner', 'lunch', 'main-course', 'supper']	Chicken & lemon skewers	['1 small pack mint, leaves picked', '150g natural yogurt, plus extra to serve (optional)', '1 lemon, zested and juiced', '½ tsp ground cumin', '½ tsp  ground coriander', '2cm piece ginger, grated', '4 skinless chicken breasts, each cut into 6 pieces', '4 wholemeal flatbreads or pittas', '2 Little Gem lettuces, sliced', '1 small red onion, sliced, to serve', 'pickled red cabbage, chilli sauce and hummus, to serve (all optional)', '4 metal or wooden skewers']	Easy	['Healthy', 'High-protein']	['small mint leaf pick', 'natur yogurt plus extra serv', 'lemon zest juic', 'ground cumin', 'ground coriand', 'ginger grate', 'skinless chicken breast cut piec', 'wholem flatbread pitta', 'littl gem lettuc slice', 'small red onion slice serv', 'pickl red cabbag chilli sauc hummus serv', 'metal wooden skewer']
	['side-dish']	Braised red cabbage	['1 small red cabbage (about 900g)', '1 sliced  red onion', '70g soft light brown sugar', '70ml cider vinegar', '150ml red wine', 'a large knob of butter', '1 cinnamon stick']	Easy	['Freezable', 'Gluten-free', 'Nut-free', 'Vegetarian']	['small red cabbag', 'slice red onion', 'soft light brown sugar', 'cider vinegar', 'red wine', 'larg knob butter', 'cinnamon']
['asian']	['dinner', 'lunch', 'supper']	Pulled chicken salad	['1 small roasted chicken, about 1kg', '½ red cabbage, cored and finely sliced', '3 carrots, coarsley grated or finely shredded', '5 spring onions, finely sliced on the diagonal', '2 red chillies, halved and thinly sliced', 'small bunch coriander, roughly chopped, including stalks', '2 heaped tbsp roasted salted peanuts, roughly crushed', '3 ½ tbsp hoisin sauce', '1 ½ tbsp toasted sesame oil']	Easy	['Healthy']	['small roast chicken', 'red cabbag core fine slice', 'carrot coarsley grate fine shred', 'spring onion fine slice diagon', 'red chilli halv thin slice', 'small bunch coriand rough chop includ stalk', 'heap roast salt peanut rough crush', 'hoisin sauc', 'toast sesam oil']
	['side-dish']	Classic homemade coleslaw	['1 small white  cabbage or ½ large ', '4 carrots, peeled ', '1 large  red onion', '½ small bunch  dill, chives, parsley or coriander, finely chopped (optional) ', '1 tbsp  Dijon mustard', '50g  mayonnaise', '50g  yogurt, soured cream or more mayo ', '1-2 tbsp  white wine vinegar', 'a few pinches of  paprika']	Easy	['Vegetarian']	['small white cabbag larg', 'carrot peel', 'larg red onion', 'small bunch dill chive parsley coriand fine chop', 'dijon mustard', 'mayonnais', 'yogurt sour cream mayo', 'white wine vinegar', 'pinch paprika']
	['dinner', 'main-course']	Pot-roast Bombay chicken	['1 small whole chicken', '5 tbsp tikka masala paste', '1 tbsp sunflower oil', '1 large red onion, halved and sliced', '2 large tomatoes, halved and chopped', '1 tbsp fenugreek seeds', '1 thumb-sized piece ginger, grated', '2 x 400g cans full-fat coconut milk', '500g new potatoes, halved', '100g baby spinach', '25g pack coriander, torn, to serve', 'poppadums and chutney, to serve (optional)']	Easy	[]	['small chicken', 'tikka masala past', 'sunflow oil', 'larg red onion halv slice', 'larg tomato halv chop', 'fenugreek seed', 'thumb size ginger grate', 'can full fat coconut milk', 'potato halv', 'babi spinach', 'coriand torn serv', 'poppadum chutney serv']
	['dinner', 'main-course', 'supper']	Turkey burger with sweet potato wedges	['1 sweet potato (about 190g), cut into wedges', '260g turkey breast mince (under 5% fat)', '1 red onion, diced', '2 garlic clove, grated', '1 egg, beaten', '1 apple (about 70g), peeled and coarsely grated', '1 tbsp dried oregano', '1 tbsp paprika', '15g coconut oil,  melted', '135g green vegetables (spinach, kale, broccoli, mangetout or green beans)']	Easy	['Freezable (uncooked patties only)', 'Healthy', 'High-protein']	['sweet potato cut wedg', 'turkey breast minc', 'red onion dice', 'garlic clove grate', 'egg beaten', 'appl peel coars grate', 'dri oregano', 'paprika', 'coconut oil melt', 'green veget']
	['dinner']	Sausage & mash pie	['1 tbsp  sunflower oil', '8 pork sausages', '25g butter', '2 onions, finely sliced', 'pinch of golden caster sugar', '2 tbsp plain flour', '1 tbsp  tomato purée', '1 tbsp red wine vinegar', '500ml beef stock', 'peas, to serve (optional)', '1.25kg King Edward or Maris Piper potatoes, cut into large chunks', '150ml whole milk', '25g butter', '25g mature cheddar, coarsely grated (optional)']	Easy	['Freezable']	['sunflow oil', 'pork sausag', 'butter', 'onion fine slice', 'golden caster sugar', 'plain flour', 'tomato puré', 'red wine vinegar', 'beef stock', 'pea serv', 'king edward mari piper potato cut larg chunk', 'milk', 'butter', 'matur cheddar coars grate']
['indian']	['dinner', 'main-course', 'snack', 'supper']	Quick lamb biryani	['1 tbsp balti curry paste', '500g lean lamb  leg steak or neck fillet, cubed', '200g basmati rice, rinsed in cold water', '400ml lamb or chicken stock', '200g spinach']	Easy	['Easily doubled', 'Easily halved', 'Freezable']	['balti curri past', 'lean lamb leg steak neck fillet cube', 'basmati rice rins cold water', 'lamb chicken stock', 'spinach']
['british']	['dinner', 'starter']	Smoked salmon with prawns, horseradish cream & lime vinaigrette	['1 tbsp crème fraîche', '1 tsp horseradish sauce', '4 slices smoked salmon', '10 large cooked prawns, peeled but tails left on', 'juice 1 lime, finely grated zest of ½', '1 tsp clear honey', '½ tsp finely grated fresh root ginger', '2 tbsp light olive oil', '2 handfuls small leaf salad']	Easy	['Gluten-free']	['crème fraîch', 'horseradish sauc', 'slice smoke salmon', 'larg cook prawn peel tail left', 'juic lime fine grate zest', 'clear honey', 'fine grate fresh root ginger', 'light oliv oil', 'hand small leaf salad']
['mediterranean']	['dinner', 'lunch', 'main-course']	Chorizo, new potato & haddock one-pot	['1 tbsp extra-virgin olive oil, plus extra to serve', '50g chorizo, peeled and thinly sliced', '450g salad or new potatoes, sliced (I used Charlotte)', '4 tbsp dry sherry, or more if you need it (or use white wine)', '2 skinless thick fillets white fish (I used sustainably caught haddock)', 'good handful cherry tomatoes, halved', '20g bunch parsley, chopped', 'crusty bread, to serve']	Easy	[]	['extra virgin oliv oil plus extra serv', 'chorizo peel thin slice', 'salad potato slice', 'dri sherri need', 'skinless thick fillet white fish', 'good hand cherri tomato halv', 'bunch parsley chop', 'crusti bread serv']
['french']	['dinner', 'main-course', 'supper']	Beef bourguignon with celeriac mash	['1 tbsp goose fat', '600g shin beef, cut into large chunks', '100g smoked streaky bacon, sliced', '350g shallot  or pearl onions, peeled', '250g chestnut mushrooms (about 20)', '2 garlic cloves, sliced', '1 bouquet garni (see know-how below)', '1 tbsp tomato purée', '750ml bottle red wine, Burgundy is good', '600g (about 1)  celeriac', '2 tbsp olive oil, plus a glug', '1 or 2  rosemary and thyme sprigs', '2 bay leaves', '4 cardamom pods']	Easy	['Easily halved', 'Freezable (beef bourguignon only)']	['goos fat', 'shin beef cut larg chunk', 'smoke streaki bacon slice', 'shallot pearl onion peel', 'chestnut mushroom', 'garlic clove slice', 'bouquet garni', 'tomato puré', 'bottl red wine burgundi good', 'celeriac', 'oliv oil plus glug', 'rosemari thyme sprig', 'bay leaf', 'cardamom pod']
['moroccan']	['dinner', 'main-course', 'snack', 'supper']	Harissa-spiced chicken with bulgur wheat	['1 tbsp harissa paste  (we used Belazu Rose Harissa)', '4 skinless   chicken breasts', '1 tbsp vegetable oil  or sunflower oil', '1 onion, halved and sliced', '2 tbsp pine nut', 'handful  ready-to-eat apricot', '300g bulgur wheat', '600ml hot  chicken stock  (from a cube)', 'handful  coriander, leaves only, chopped ']	Easy	['Easily halved', 'Healthy']	['harissa past', 'skinless chicken breast', 'veget oil sunflow oil', 'onion halv slice', 'pine nut', 'hand readi eat apricot', 'bulgur wheat', 'hot chicken stock', 'hand coriand leaf chop']
['chinese']	['lunch', 'soup', 'starter', 'supper']	One-pot Chinese chicken noodle soup	['1 tbsp honey', '3 tbsp dark soy', '1 red chilli, sliced', '1l chicken stock', '80g leftover roast chicken (optional)', '20g pickled pink ginger or normal ginger, peeled and finely sliced', '½ Chinese cabbage, shredded', '300g pouch straight-to-wok thick noodles', '4 spring onions, sliced']	Easy	[]	['honey', 'dark soy', 'red chilli slice', 'chicken stock', 'leftov roast chicken', 'pickl pink ginger normal ginger peel fine slice', 'chines cabbag shred', 'pouch straight wok thick noodl', 'spring onion slice']
	['dinner', 'main-course', 'supper']	Curried cod	['1 tbsp oil', '1 onion, chopped', '2 tbsp medium curry powder', 'thumb-sized piece ginger, peeled and finely grated', '3 garlic cloves, crushed', '2 x 400g cans chopped tomatoes', '400g can chickpeas', '4 cod fillets (about 125-150g each)', 'zest 1 lemon, then cut into wedges', 'handful coriander, roughly chopped']	Easy	['Healthy']	['oil', 'onion chop', 'medium curri powder', 'thumb size ginger peel fine grate', 'garlic clove crush', 'can chop tomato', 'chickpea', 'cod fillet', 'zest lemon cut wedg', 'hand coriand rough chop']
['british']	['dinner', 'main-course']	Somerset stew with cheddar & parsley mash	['1 tbsp oil', '1 onion, finely chopped', '1 garlic clove, finely chopped', '1 large carrot, finely chopped', '1 leek, chopped', '1 tbsp tomato purée', '400g can chopped tomato', '200g can butter bean, drained', '400g can flageolet bean, rinsed and drained', '200ml dry cider, or additional stock', '250ml vegetable stock', 'few sprigs thyme, leaves only', 'cheddar & parsley mash (see tip below)', '2 sausages', '1 tsp olive oil per portion']	Easy	['Freezable', 'Healthy', 'Low calorie', 'Vegetarian']	['oil', 'onion fine chop', 'garlic clove fine chop', 'larg carrot fine chop', 'leek chop', 'tomato puré', 'chop tomato', 'butter bean drain', 'flageolet bean rins drain', 'dri cider addit stock', 'veget stock', 'sprig thyme leaf', 'cheddar parsley mash', 'sausag', 'oliv oil per portion']
	['dinner', 'lunch', 'main-course']	Christmas dinner wellington	['1 tbsp oil', '1 onion, finely chopped', '6 chicken breasts', '400g sausagemeat', 'small bunch winter herbs (we used rosemary, thyme and sage), chopped', '100g fresh breadcumbs', '10 slices prosciutto or parma ham', '250g jar cranberry sauce', '2 x 500g blocks all-butter puff pastry', 'plain flour, for rolling', '1 egg, plus 1 yolk', 'roast potatoes, vegetables and gravy, to serve (optional)']	More effort	['Freezable']	['oil', 'onion fine chop', 'chicken breast', 'sausagemeat', 'small bunch winter herb chop', 'fresh breadcumb', 'slice prosciutto parma ham', 'cranberri sauc', 'block butter puff pastri', 'plain flour roll', 'egg plus yolk', 'roast potato veget gravi serv']
['indian']	['dinner', 'lunch', 'main-course', 'supper']	Mushroom & potato curry	['1 tbsp oil', '1 onion, roughly chopped', '1 large potato, chopped into small chunks', '1 aubergine, trimmed and chopped into chunks', '250g button mushrooms', '2-4 tbsp curry paste (depending on how hot you like it)', '150ml vegetable stock', '400ml can reduced-fat coconut milk', 'chopped coriander, to serve']	Easy	['Vegan', 'Vegetarian']	['oil', 'onion rough chop', 'larg potato chop small chunk', 'aubergin trim chop chunk', 'button mushroom', 'curri past', 'veget stock', 'reduc fat coconut milk', 'chop coriand serv']
	['dinner', 'main-course', 'supper']	Roasted aubergine with chilli peanut dressing	['1 tbsp oil', '1 tbsp sweet chilli sauce', '2 tsp soy sauce', '1 small aubergine', '1 tbsp peanut butter', '½ lime', '70g basmati rice', 'small bunch coriander, a few leaves picked to serve, the rest chopped', '2 spring onions, thinly sliced']	Easy	['Vegan', 'Vegetarian']	['oil', 'sweet chilli sauc', 'soy sauc', 'small aubergin', 'peanut butter', 'lime', 'basmati rice', 'small bunch coriand leaf pick serv rest chop', 'spring onion thin slice']
	['dinner', 'main-course', 'supper']	Spiced lamb meatball stew	['1 tbsp oil', '12 shop-bought  lamb meatballs', '1 onion, sliced', '2 large garlic cloves, crushed', '2 tsp ground cumin', '1 tsp ground  coriander', '½ tsp ground  cinnamon', '1 tbsp rose harrisa', '400g can chopped  tomatoes', '200ml low-salt stock (lamb or beef)', '2 x 400g can  chickpeas', 'small bunch of  parsley, finely chopped', '½ small bunch of  mint, chopped ', '50g pomegranate seeds']	Easy	['Freezable']	['oil', 'shop bought lamb meatbal', 'onion slice', 'larg garlic clove crush', 'ground cumin', 'ground coriand', 'ground cinnamon', 'rose harrisa', 'chop tomato', 'low salt stock', 'chickpea', 'small bunch parsley fine chop', 'small bunch mint chop', 'pomegran seed']
	['lunch', 'snack']	Easy egg muffins	['1 tbsp oil', '150g broccoli, finely chopped', '1 red pepper, finely chopped ', '2 spring onions, sliced ', '6 large eggs', '1 tbsp milk', 'large pinch of smoked paprika', '50g cheddar or gruyère, grated ', 'small handful of  chives, chopped (optional)']	Easy	['Gluten-free', 'Vegetarian']	['oil', 'broccoli fine chop', 'red pepper fine chop', 'spring onion slice', 'larg egg', 'milk', 'larg smoke paprika', 'cheddar gruyèr grate', 'small hand chive chop']
